Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Panama,"Goods exports (BoP, current US$)",2505100000,2741300000,3345600000,4190500000,5103800000,5416600000,6044200000,6089700000,5821100000,6649600000,6329700000,5294600000,5824200000,5986800000,5309500000,5067200000,6075700000,7372600000,8472700000,10322000000,13864900000,13126000000,14130800000,19067700000,21121900000,19603000000,16840800000,14208600000,12932849900,13817445648,14751987605,14645481904,11600671025,16689797163,20850070133
Papua New Guinea,"Goods exports (BoP, current US$)",1475281024,1318515539,1175152253,1482053522,1947728682,2604359154,2651001707,2670419147,2529820998,2160056314,1773290540,1927380261,2094113742,1812919175,1657512007,2205578035,2620566564,3319046268,4204825280,4749773762,5807414476,4401653055,5748895942,6916702345,6331867579,5960138674,8876327712,7910824133,7240863903,9506349516,9809410252,10945593857,9076463165,11446284000,
Paraguay,"Goods exports (BoP, current US$)",871000000,1180000000,2096200000,1997100000,1997100000,2859000000,3360100000,5337184199,4903672021,4561456547,4836136122,3612822161,3640111489,3233830232,3216127163,3436617283,4163682289,4827685701,5949914687,7297377181,9655701354,7702445663,10382534285,12505920106,11544874552,13477281420,12893256335,10883307511,11744114811,12987248557,13181644590,12116295370,10954940596,13223047998,12815465199
Peru,"Goods exports (BoP, current US$)",2731470000,3532600000,3321000000,3408000000,3662000000,3383977473,4422655563,5490435105,5876889778,6823338177,5755474271,6086305605,6953859190,7025289679,7710436855,9088992652,12806738902,17365592658,23829967431,28093427370,31018398880,26961518361,35803080814,46375961554,47410606681,42860636594,39532682886,34414354525,37081738042,45421593444,49066475808,47980454817,42825601100,62966848136,66235360307
Philippines,"Goods exports (BoP, current US$)",7074000000,7821000000,8186000000,8840000000,9824000000,11375000000,13483000000,17447000000,20543000000,25228000000,29496000000,18403000000,21842000000,19498000000,21469000000,23542000000,25819000000,25161775241,30734443122,32802573146,34678750643,29142866160,36771714506,38276471890,46384288291,44512401095,49823702338,43197106829,42734423311,51814261869,51976749434,53476930081,48211513849,54227920605,57448066569
Poland,"Goods exports (BoP, current US$)",13846000000,12869000000,15837000000,14393000000,13929000000,13582000000,17024000000,25041000000,27491000000,30713000000,32436000000,30007000000,35924000000,41635000000,46743000000,60999000000,72799000000,87755000000,1.08185E+11,1.34732E+11,1.66462E+11,1.33296E+11,1.55987E+11,1.83598E+11,1.79165E+11,1.93445E+11,2.03012E+11,1.8205E+11,1.87263E+11,2.15919E+11,2.42228E+11,2.46647E+11,2.52355E+11,3.11591E+11,3.36818E+11
Portugal,"Goods exports (BoP, current US$)",11015033400,12842577781,16457895136,16390748441,18348132041,15780789829,18434451064,23809532696,24703612347,23947214700,24850611321,24507448186,24230391758,24112883791,26333142628,33106614151,38008457918,38646941793,45040147043,52087914238,56912938989,43882162468,48937557705,58888388805,56958651124,61760155039,62826690547,54279489095,54355517983,60226997980,66409520953,64886272496,59638766800,73533555256,79893546305
Qatar,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,1.14444E+11,1.32954E+11,1.33336E+11,1.26702E+11,77294230769,57308791209,67498351648,84288461538,72934890110,51503846154,87203296703,1.30965E+11
Romania,"Goods exports (BoP, current US$)",11392000000,10487000000,5770000000,4266000000,4364000000,4892000000,6146000000,7900000000,8068000000,8403000000,8189000000,8307000000,10143000000,11016000000,13293000000,16843000000,22478000000,14451881702,18002765601,30070071881,39933517650,33710931123,43347321846,55793768176,51267857469,58312628708,62164702975,54502076901,57715591931,64585299890,73050449613,70622099296,65859398891,82964854563,90342251284
Russian Federation,"Goods exports (BoP, current US$)",,,,,,,66127690000,81175810000,88500570000,85945190000,73742200000,69656950000,99219930000,96552830000,1.02068E+11,1.2906E+11,1.77861E+11,2.40024E+11,2.97481E+11,3.46531E+11,4.66298E+11,2.97155E+11,3.92674E+11,5.15409E+11,5.27434E+11,5.21835E+11,4.96806E+11,3.41419E+11,2.81709E+11,3.52941E+11,4.43915E+11,4.19721E+11,3.3353E+11,4.9435E+11,5.90835E+11
Rwanda,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,297275256.4,464235095.7,590750475.1,703010080.4,723090596.1,682044871.8,726610898.9,1040463042,1129625986,1239701741,1407517931,1530830456,2111427729
Samoa,"Goods exports (BoP, current US$)",15092985.29,12866755.01,8875028.772,6471851.751,5822467.453,6435403.727,3518686.084,8761204.615,10084588.22,14632497.69,20399046.24,22421703.25,,,,,11895645.8,11996778.6,10345337.73,13888910.32,11255701.56,11550403.82,23138699.11,24640076.84,31175637.63,23944033.38,27497031.56,33784412.83,36255445.02,37341564.5,42250904.81,50562888.85,38293036.06,29000635.4,40864209.37
Sao Tome and Principe,"Goods exports (BoP, current US$)",9509709.3,4913683.679,4220000,,,,,,,5300000,4740000,3900000,2690000,3284921.118,6177303.52,6568600,5439600,6790804,7710857,6810434.162,7831400,9206153.06,10933960.77,10944716.83,15123831.46,12887099.13,17219459.32,11306367.46,13644241.89,15590436.47,16027934.3,13148547.53,13931154.3,20790920.83,
Saudi Arabia,"Goods exports (BoP, current US$)",24344000000,28346666667,44354666667,47725333333,50220000000,42338666667,42557333333,49974133333,60647733333,60651466667,38770133333,50688933333,77480533333,67972800000,72464266667,93244106667,1.25998E+11,1.80572E+11,2.11024E+11,2.33174E+11,3.13481E+11,1.92307E+11,2.51143E+11,3.64735E+11,3.8837E+11,3.75901E+11,3.42457E+11,2.03537E+11,1.83607E+11,2.21862E+11,2.94387E+11,2.61617E+11,1.73864E+11,2.76198E+11,4.10676E+11
Senegal,"Goods exports (BoP, current US$)",713182039,804148357.3,937910487.5,848543557.5,860623560.5,736820523.3,818779098.2,993311757.1,984217785.3,900585202.7,967420092,1026743076,923297148.5,1002915502,1071902584,1256582760,1520347388,1593583070,1601223141,1683730103,2217286790,2105302670,2166456004,2624466009,2745985143,2880115759,2982723255,2823307634,2874563718,3285684204,3866092163,4428041980,4188513934,5490565152,
"Serbia, FR(Serbia/Montenegro)","Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,7986151185,10092188329,7750547773,9074642129,11305469386,10754620471,13973907477,14137566301,12704442113,14179913202,15904718053,17829784590,18372431609,18414377843,24827961326,28296139819
Seychelles,"Goods exports (BoP, current US$)",17263394.79,34220328.75,56996411.3,49177472.24,47917341.7,50332591.38,52988035.33,53234214.8,96318230.44,113263291.2,122306453.4,145135780.1,194101618.6,215749650.4,235928394.2,285614758,300362779.4,350101876.9,419201876.5,397557333.6,437609651.1,431798721.3,400233777.4,476895953.4,559121524.8,629231855.2,539047611.9,449378320.7,458313704.8,543869935.7,572651572.9,483204709.5,473095872.1,515711919.3,562903302.1
Sierra Leone,"Goods exports (BoP, current US$)",107904010.8,142026554.8,148515145.7,149508624.1,150376670.5,118268014.6,115989422.6,41468939.89,46777429.93,15718976.14,31641679.75,6289674.897,12795984.94,29150959.66,59839560.63,110790432.6,146148823.7,183631022.8,262494762.3,287153986,271499137.6,267652527,360172895.8,381523359.2,1053507333,1536142819,1298717851,581254400.5,712387311.1,766398199.7,658789368.3,557800000,608497105.2,1046599997,
Singapore,"Goods exports (BoP, current US$)",40702982720,45699945734,54678553038,61332870250,66565082158,77857973572,97918996494,1.33018E+11,1.41901E+11,1.43057E+11,1.20106E+11,1.28328E+11,1.54943E+11,1.38394E+11,1.42462E+11,1.67416E+11,2.06597E+11,2.42167E+11,2.80601E+11,3.1149E+11,3.54207E+11,2.89515E+11,3.74435E+11,4.48741E+11,4.51057E+11,4.57985E+11,4.50615E+11,3.96222E+11,3.73189E+11,4.17134E+11,4.60886E+11,4.41914E+11,4.19941E+11,5.14536E+11,5.7955E+11
Slovak Republic,"Goods exports (BoP, current US$)",,,,,,5452474589,6706092530,8590826423,8823792904,9640726248,10720173976,10201259493,11896090154,12649864385,8121986239,11731383936,33658276915,38660669205,49963337484,63358712442,71352674200,53623950505,61617372910,76066130755,77283737364,82914030506,83138732917,71631265406,73784959375,79697573750,88704254574,84571100307,80208300194,96119191702,1.01644E+11
Slovenia,"Goods exports (BoP, current US$)",,,,,5611700000,4918300000,5919400000,7337300000,7369900000,7518500000,8211400000,7859300000,8760700000,9286800000,10423000000,12850400000,16006500000,18074600000,21773957864,27567017361,29556395400,22716656634,24678824416,29298353461,27313355358,28754693017,30352816552,26566954536,27537204188,32080550352,36376509125,35830422177,33863930578,41669931778,44854614945
Solomon Islands,"Goods exports (BoP, current US$)",81920112.68,74697753.18,70112768.33,83433096.97,101738328.6,129057219.3,142160151.7,168296191.9,161509289.4,156445823.5,141829268.8,164546649.3,69287638.51,40039712.48,33474237.47,66626531.82,85642876.78,104757514.3,113984569.8,164456236.4,209841147.6,164901408.3,223952032.2,419650143.3,499690095.8,447808090,455210233.8,420708944.4,432138584.7,467990273.4,535980418.2,460924260.3,378712318.6,371236827.3,340868967.8
South Africa,"Goods exports (BoP, current US$)",24367871050,22676225044,23726268780,22934999183,24539919850,26017308970,26250591783,29783450232,30426457917,31166601219,29198775558,28533997382,31949744260,31063633958,31772111972,38700083789,48236927418,56261041953,66157547302,78691590488,89030761369,70556077152,91760122455,1.09454E+11,1.00043E+11,96524479548,93246684684,80790790821,76517462442,87638027809,94289618799,89927265207,85407774877,1.21772E+11,1.23501E+11
Spain,"Goods exports (BoP, current US$)",39945426892,43783030150,55657617114,60166814753,65847035601,62018683096,73968443401,93490417576,1.03237E+11,1.07555E+11,1.1118E+11,1.14769E+11,1.17681E+11,1.18911E+11,1.27739E+11,1.5838E+11,1.86631E+11,1.95074E+11,2.13661E+11,2.62113E+11,2.85323E+11,2.29831E+11,2.54565E+11,3.04217E+11,2.91515E+11,3.16521E+11,3.21491E+11,2.80504E+11,2.87116E+11,3.17496E+11,3.44007E+11,3.2996E+11,3.03656E+11,3.79192E+11,4.12284E+11
Sri Lanka,"Goods exports (BoP, current US$)",1477088636,1505056266,1853044882,2003321889,2301402863,2785691283,3208341504,3797932904,4095240235,4638651545,4807964037,4596186230,5439551443,4816890000,4699150000,5133210000,5757240000,6346727000,6882600000,7639900000,8110600000,7084500000,8625820000,10558820000,9773529592,10394251513,11130069942,10546498919,10309740478,11360418565,11889634107,11940012504,10047427169,12498581960,13106439476
St. Kitts and Nevis,"Goods exports (BoP, current US$)",28407407.41,29203703.7,28322222.22,28577777.78,33022222.22,31966666.67,28570370.37,36559259.26,39081481.48,45488888.89,44403703.7,44955555.56,51459259.26,55020740.74,63033785.19,57276922.22,58753827.78,63442088.52,58215032.22,57527000,68868853.33,37437191.11,57902102.22,67716508.52,62816892.59,58051566.67,56716251.48,34254443.56,24352188.44,29161093.7,26504735.68,34626079.31,27415276.49,29511431.78,
St. Lucia,"Goods exports (BoP, current US$)",122259259.3,116037037,130951851.9,113885185.2,128518518.5,124911111.1,99900000,114633333.3,86314814.81,70222222.22,70359259.26,60885185.19,52848148.15,54268148.15,69315940.74,71793481.48,96306838.52,88766251.85,96641362.22,101212971.9,172468942.2,191317649.6,238887513.7,192268976.3,212435634.8,205325962.6,94409207.36,113637323.1,90111663.2,93577180.5,70370875.81,91568570.89,60794600.9,86435016.28,65851851.85
St. Vincent and the Grenadines,"Goods exports (BoP, current US$)",87407407.41,77370370.37,85407407.41,67422222.22,79025925.93,57122222.22,48859259.26,61940740.74,52555555.56,47285185.19,50092592.59,49611111.11,51748148.15,42740000,41223518.52,40087662.96,39294315.93,42567624.07,41158206.67,51347431.48,57183457.78,53352369.26,44997766.67,43421505.56,47787147.78,53354951.48,49581250.37,46282409.26,46765689.26,43959379.68,46258274.26,44564221.85,58206132.91,38313331.29,50721314.44
Suriname,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,1211500000,1174500000,1359000000,1743500000,1401800000,2084097840,2646888619,2700318313,2416721569,2148859163,1665753382,1440204016,1985018737,2065103327,2129378550,2343773596,2203515992,2456640925
Sweden,"Goods exports (BoP, current US$)",49551200516,51306544774,57020002086,54747422635,55632443821,49558393055,60456913143,80203401434,84942949248,83398079668,88073833673,87623542500,92441279022,84198841253,84897425344,1.04936E+11,1.27162E+11,1.35861E+11,1.55838E+11,1.81102E+11,1.97331E+11,1.37966E+11,1.66225E+11,1.96756E+11,1.84266E+11,1.79208E+11,1.80035E+11,1.51204E+11,1.50299E+11,1.65543E+11,1.8075E+11,1.79439E+11,1.70935E+11,2.11005E+11,2.18732E+11
Switzerland,"Goods exports (BoP, current US$)",63164081186,66397237037,78756537232,74952109206,80427837782,75920908670,83272884804,98016170964,96394123025,96016330046,94503684862,92694323021,95116039173,96704749860,1.02133E+11,1.1765E+11,1.43928E+11,1.54777E+11,1.74181E+11,2.09669E+11,2.56899E+11,2.22502E+11,2.85311E+11,3.55103E+11,3.39106E+11,3.79155E+11,3.37823E+11,3.1207E+11,3.26948E+11,3.28689E+11,3.45951E+11,3.42872E+11,3.53461E+11,4.38816E+11,4.72405E+11
Syrian Arab Republic,"Goods exports (BoP, current US$)",1347600000,3012500000,4156000000,3437900000,3100000000,3253000000,3329000000,3858000000,4178000000,4057000000,3142000000,3806000000,5146000000,5706000000,6668000000,5692000000,7220400000,8602000000,10244800000,11755667755,15334000000,10883491161,12272749953,,,,,,,,,,,,
Tajikistan,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,699148000,906198200,1096934700,345683700,349215500,385357200,395103500,420440300,457498800,591692800,824147400,573848000,526763750,572307520,667698430,872964168.2,874037946,1001136180,1270628872,2014509975,1615472355
Tanzania,"Goods exports (BoP, current US$)",386485901.5,415108661.7,407806137.6,362981099.2,406351076,446877896.3,519403381.9,682543690,764092808.3,752500000,636100000,601500043.2,733600208.9,851307701,979565662,1220850427,1481636702,1702496236,1917618836,2226557064,3578801421,3298090284,4324280328,5097900545,5889215553,5258066450,5160301465,4826730611,4873854001,4510756174,4292715312,5377596942,6371715784,,
Thailand,"Goods exports (BoP, current US$)",15781115885,19833636881,22810464648,28232236293,32099421729,36406274642,44504227354,55446656854,54408384561,56655902127,52752885286,56775078012,67893605164,63082304852,66052137107,78083315058,94978718537,1.09362E+11,1.27941E+11,1.51258E+11,1.75233E+11,1.51764E+11,1.92903E+11,2.21399E+11,2.27655E+11,2.27455E+11,2.26638E+11,2.13364E+11,2.13487E+11,2.33688E+11,2.51108E+11,2.42701E+11,2.26984E+11,2.70564E+11,2.85375E+11
Togo,"Goods exports (BoP, current US$)",435345897,411697752.7,513830675.8,514425543.9,419725883.8,264007342.1,328386992.1,377402772.9,440644959.7,422472056.4,420269945.3,391614032.1,362720510.5,357524337.4,426236618.4,599052633.9,602097669,634341646,630912956,677789082.9,856052464.1,906658671.7,977107167,1180353575,1293274454,1522413062,1327504733,1010951315,1036501362,1018601709,1081014486,1055109029,1207444306,,
Tonga,"Goods exports (BoP, current US$)",6419341.887,9905984.812,9001052.946,10569388.92,14278404.43,11901026.38,15883868.99,,,,,,,6620312.373,10872132.26,17340562.97,19356279.58,21837437.33,10767274.04,12956702.42,13398633.41,9722235.415,9734448.854,13615859.13,16731577.29,14965365.04,17913931.45,21659029.36,25165953.17,20785771.73,14317715.76,15697689.99,17940972.41,16177497.71,15202164.33
Trinidad and Tobago,"Goods exports (BoP, current US$)",1469450407,1550752941,1960094118,1774470588,1691364706,1500085029,1777641505,2456136762,2354079105,2447950644,2258019317,2782700000,4275100226,4291000229,3909500000,5195700000,6533258665,9981746810,14064622194,13197660781,18620728923,9203976047,11219327322,17486876035,16730852658,17911528738,15299287339,11726818877,8504401506,9644696294,10755630448,8764293318,6002898482,11082023370,16687114039
Tunisia,"Goods exports (BoP, current US$)",2399148990,2930516115,3514611006,3695568904,4041005540,3745983777,4643349961,5469733016,5518752836,5559231100,5768732574,5934793146,5899976897,6653865870,6900731501,8085632054,10025157906,10691262236,11738021450,15191925236,19248517148,14481420451,16493433003,17876330401,17071350446,17145574198,16841268205,14158771427,13650114058,14310507662,15563609803,15000817875,13834225724,16810148627,
Turkey,"Goods exports (BoP, current US$)",11929000000,11780000000,13026000000,13667000000,14891000000,15611000000,18390000000,21975000000,32142000000,32195000000,30852000000,29135000000,30923000000,34810000000,40705000000,52472000000,68833000000,78509000000,93778000000,1.15379E+11,1.40906E+11,1.09732E+11,1.20992E+11,1.42392E+11,1.61948E+11,1.67397E+11,1.73293E+11,1.54865E+11,1.52645E+11,1.69214E+11,1.78909E+11,1.822E+11,1.68378E+11,2.24686E+11,2.53403E+11
Turkmenistan,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Isl.,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,6494000,4645879,4484700,2308000,5800000,,,,
Tuvalu,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,206884.8699,231450.9831,287953.7717,301525.4614,336776.6176,417930.0452,400812.503,542704.0418,2574556.879,10014602.9,10502758.59,20616234.91,144863.6386,374729.363,470198.0156,419729.7758,395043.4954,213584.9938,501702.5212,169837.5352,516127.5965,
Uganda,"Goods exports (BoP, current US$)",266300000,277700000,177800000,173200000,151200000,200000000,463000000,560300000,639330000,592620000,510200000,483500000,449900000,467237907.7,478169944.7,572217735.8,759123292.3,1015857576,1175873033,1764969158,2207628743,2326561994,2163974071,2519126643,2810480877,2828714740,2724773133,2667186167,2921246771,3449910975,3636182324,4095646135,4461295408,4493853867,
Ukraine,"Goods exports (BoP, current US$)",,,,,,,13221000000,13149000000,13882000000,15386000000,12100000000,11624000000,13781000000,15122000000,16514000000,21437000000,30581000000,32184000000,36174000000,46168000000,63188000000,37134000000,47299000000,62383000000,64427000000,59106000000,50552000000,35420000000,33560000000,39701000000,43341000000,46091000000,45143000000,63113000000,40899000000
United Arab Emirates,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Goods exports (BoP, current US$)",1.43725E+11,1.5144E+11,1.82804E+11,1.83506E+11,1.89366E+11,1.83313E+11,2.07188E+11,2.42318E+11,2.61247E+11,2.81537E+11,2.71723E+11,2.69169E+11,2.82693E+11,2.74517E+11,2.81132E+11,3.07075E+11,3.4997E+11,3.85924E+11,4.52712E+11,4.45934E+11,4.67973E+11,3.54608E+11,4.08865E+11,4.82215E+11,4.68787E+11,4.6618E+11,4.73528E+11,4.27337E+11,4.02141E+11,4.34898E+11,4.67666E+11,4.64243E+11,3.94446E+11,4.44759E+11,5.08364E+11
United States,"Goods exports (BoP, current US$)",3.20228E+11,3.59923E+11,3.87398E+11,4.14077E+11,4.39631E+11,4.56943E+11,5.02859E+11,5.75204E+11,6.12113E+11,6.78366E+11,6.70416E+11,6.98524E+11,7.84939E+11,7.31331E+11,6.98036E+11,7.30445E+11,8.23584E+11,9.13016E+11,1.04091E+12,1.16515E+12,1.30879E+12,1.07033E+12,1.29028E+12,1.49889E+12,1.56263E+12,1.59371E+12,1.63556E+12,1.51138E+12,1.45739E+12,1.557E+12,1.67691E+12,1.6551E+12,1.43385E+12,1.76588E+12,2.08992E+12
Uruguay,"Goods exports (BoP, current US$)",1404500000,1599000000,1692900000,1604700000,1801400000,1731600000,1917600000,2147600000,2448500000,2793100000,2829300000,2290600000,2383784780,2139495150,1922066128,2281191268,3145007299,3774078194,4399810189,5099904953,7095469859,6391830118,8030689479,9273742321,13133856773,13267740901,13908478835,11430419594,10612424004,11121674852,11778040259,11865420833,10056958388,15684093957,17065286148
Uzbekistan,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,4761667513,5662038257,7976367762,10242912150,10768293315,10647939647,12405089719,10848550631,11149958341,10556224874,9481463079,8645168397,10161532897,11385590058,13898626660,12832166265,14142014007,17110182579
Vanuatu,"Goods exports (BoP, current US$)",15387337.82,13739050.98,13731603.26,14856832.77,17795587.51,17429651.82,25105977.48,28279003.26,30197048.78,35320103.83,33784739.25,25658442.17,27191147.51,19888957.85,20199876.87,26836551.72,38142840.19,38113245.11,37694911.85,33547266.47,41879497.05,55235400.88,48764329.44,67318471.27,54716277.28,38530333.58,63376967.77,38847651.89,50175752.11,60531903.95,63025478.74,46519424.77,46161284.76,53832713.74,
Venezuela,"Goods exports (BoP, current US$)",10217000000,13056000000,17620000000,15155000000,14187000000,14765000000,16092000000,19068000000,23692000000,23867000000,17703000000,20959000000,33525000000,26663000000,26777000000,27226000000,39664000000,55712000000,65574000000,70193000000,96053000000,58514000000,66883000000,93743000000,97873000000,88749000000,74672000000,37232000000,27399000000,,,,,,
Vietnam,"Goods exports (BoP, current US$)",,,,,,,,,7255000000,9185000000,9361000000,11540000000,14448000000,15027000000,16706000000,20149000000,26485000000,32447000000,39826000000,48561000000,62685000000,57096000000,72237000000,96906000000,1.14694E+11,1.32032E+11,1.50217E+11,1.62017E+11,1.76581E+11,2.15119E+11,2.43697E+11,2.64189E+11,2.82629E+11,3.35916E+11,3.71304E+11
Yemen,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,6413184251,7316390000,7049520000,8976860000,5881025326,7648263495,9116709196,7808322733,7841635335,7723739427,1438879485,472836000,,,,,,
Zambia,"Goods exports (BoP, current US$)",1189500000,1340000000,1253500000,1172200000,,,,,,1110400000,814400000,772000000,756960000,910785000,989149000,1086517000,1844506000,2278227201,3984807086,4555622325,5013122980,4371909782,7483488751,8753615653,9520790727,10843374324,10220151404,7361953250,6534819286,8215549658,9029401556,7246057821,8002853405,11201979700,11504782266
Zimbabwe,"Goods exports (BoP, current US$)",1662965462,1691612200,1745891811,1691876968,1525847667,1607248556,1958829540,,,,,,,,,,,,,,,1604042164,3245065709,4527562990,3963772579,3810276854,3682098511,3577478216,3662938962,4163597315,4677644667,4663688580,4931858885,,
